admin1,Jan_rain_min,Jan_rain_max,Jan_rain_mean,Jan_rain_count,Jan_rain_median,year,Feb_rain_min,Feb_rain_max,Feb_rain_mean,Feb_rain_median,Mar_rain_min,Mar_rain_max,Mar_rain_mean,Mar_rain_median,Apr_rain_min,Apr_rain_max,Apr_rain_mean,Apr_rain_median,May_rain_min,May_rain_max,May_rain_mean,May_rain_median,Jun_rain_min,Jun_rain_max,Jun_rain_mean,Jun_rain_median,Jul_rain_min,Jul_rain_max,Jul_rain_mean,Jul_rain_median,Aug_rain_min,Aug_rain_max,Aug_rain_mean,Aug_rain_median,Sep_rain_min,Sep_rain_max,Sep_rain_mean,Sep_rain_median,Oct_rain_min,Oct_rain_max,Oct_rain_mean,Oct_rain_median,Nov_rain_min,Nov_rain_max,Nov_rain_mean,Nov_rain_median,Dec_rain_min,Dec_rain_max,Dec_rain_mean,Dec_rain_median,silt_min,silt_max,silt_mean,silt_count,silt_median,bulkdensity_min,bulkdensity_max,bulkdensity_mean,bulkdensity_median,clay_min,clay_max,clay_mean,clay_median,harvested_area,production_mt,yield_mt_ha,value_ksh
Tharaka-Nithi,32.13122559,116.1366425,46.81912028,120,42.1607399,2016,6.118677616,52.20119095,20.27755941,18.71272659,23.6987114,95.89411926,45.79353841,42.93588257,172.9122925,465.895813,314.4713542,328.5070801,44.79790497,161.1381989,90.4027832,81.78710938,1.273067236,60.96791458,10.95407613,3.682365894,1.507552505,48.96776962,12.96660461,8.17890358,0.076376438,79.42288971,13.25382284,6.028664112,0.800937057,69.25823975,10.15033976,1.957991123,12.67390156,76.3842926,35.06882731,28.98657608,282.8988342,464.7052917,375.8552409,374.1402588,25.03835106,52.92284393,36.20380046,35.3915863,10,50,19.33271969,36938,18,709,1480,1221.173426,1230,12,63,38.41642753,37,,,,
Trans Nzoia,25.7750473,65.38742828,43.18628578,113,42.82404327,2016,11.93905544,27.66348076,17.63758188,17.28157043,50.84550476,96.69760132,69.04303357,69.38587189,209.0853882,368.1757202,271.293107,261.6112366,149.5880737,323.1383972,212.1490943,209.1602631,80.78762817,171.9752808,134.3275892,132.4169006,113.4809036,217.0462036,173.2690819,175.9022827,79.58924866,140.597229,104.3519341,104.5567627,56.31494141,125.7160339,89.97540445,91.29117584,61.62736893,194.7658539,114.3903917,107.9308777,23.52814674,86.62198639,42.70751953,36.62257385,5.733874321,17.61809158,11.17050522,11.41974449,17,34,25.77331376,35419,26,778,1400,1116.248115,1120,22,62,42.73409752,44,,,,
Turkana,1.236069918,39.91130829,5.259630083,2075,4.065781593,2016,1.337368965,17.52416992,6.203957078,5.906621456,11.8232708,91.48929596,32.79608434,31.90232086,25.45828819,282.8044739,105.2876054,92.46613312,0.509731412,138.3779602,34.7114759,32.60691833,0.519998431,108.2735748,25.73561935,20.30914307,2.666665554,88.32991028,20.93543675,15.43496895,0.233954012,80.10061646,13.09450301,8.535058022,2.32E-09,39.05937958,4.806146461,1.959342718,8.25E-09,73.77461243,9.409258283,1.209666252,0.275835544,56.88177109,11.59621423,8.894942284,1.873718262,19.68779755,6.720488987,6.304378033,7,36,22.93463901,662031,24,962,1610,1373.47961,1380,10,48,28.3776228,28,,,,
Uasin Gishu,32.49646378,111.6655655,68.22032552,150,67.05409241,2016,6.381715298,31.85562134,13.67333008,13.29276085,50.06351471,114.398468,71.56917969,70.36633301,210.1570129,376.4254761,273.9911458,268.7474365,131.1790619,320.1012573,196.4149349,185.7273865,68.02900696,172.2176208,120.0052604,123.236557,117.879837,247.5206146,186.3376042,188.2540283,51.27624512,129.8209381,89.05110026,89.31223297,48.10515213,108.2395935,80.41117188,81.45741272,54.33388138,116.7447815,80.01942708,76.6038208,28.48056221,145.0666504,62.90336589,54.96784973,7.499097347,28.82696152,13.52985433,12.74357128,17,35,25.654034,48525,25,990,1360,1130.39085,1130,28,53,43.66893354,44,,,,
Vihiga,73.95097351,104.1726913,88.91418827,33,87.40672302,2016,28.99006081,42.0083847,36.27546091,36.88110733,91.27857971,149.0547028,125.162139,128.6104279,394.3774414,491.5091858,439.6198804,437.5722046,211.7290192,368.5096741,301.1943063,300.0063171,69.69676971,144.9811859,108.8188994,105.4524078,63.32789612,166.7668762,104.9211944,102.3696365,48.15467453,122.7174911,85.40421549,82.23896027,88.79203796,147.157608,115.7119067,116.4813919,88.27164459,122.6848145,106.8033854,105.5303955,110.9114685,159.0168152,140.6943655,144.7035217,16.31705856,26.50064087,21.60417037,21.45279312,16,32,25.15512195,8200,25,1040,1360,1204.497561,1210,25,50,41.72121951,42,,,,
Wajir,0.598107517,22.82334709,6.04115413,1946,4.513902187,2016,5.294234276,20.84320641,10.70820052,10.40956593,3.069712162,17.62377548,7.099192856,6.628539562,48.84996796,239.5480042,117.1464864,111.7637482,2.603123665,78.99243927,32.88131102,31.32901573,1.18E-08,11.86822128,2.174705325,1.70429039,7.22E-13,31.35181999,4.980488321,4.510333061,1.67E-08,8.19264698,2.53374987,2.370296955,0.259271711,15.84009933,3.368440069,2.478756428,1.54552114,40.46255493,11.49541327,10.41756439,13.07091236,238.1713104,118.4309642,114.3701401,6.904278755,98.61222839,30.64594441,27.57453918,9,34,21.44268863,781782,22,1120,1590,1438.754108,1440,11,48,27.19332244,27,,,,
West Pokot,3.316982746,50.51115799,18.92731488,362,16.17177582,2016,3.438342571,25.94584084,9.866154286,8.794009209,19.97545052,92.35334015,44.34017826,42.36428452,85.20097351,377.8648376,242.8782372,246.8140564,29.02509308,304.5614624,128.0642157,108.3847427,26.62854767,178.009552,82.65859159,77.98876953,22.9787674,190.9839783,77.57572406,68.39755249,7.844513893,125.4628601,50.74762604,46.43157578,0.309143901,101.5502777,32.42783419,26.83934784,0.599030674,177.2344666,59.5130622,58.15019226,2.735704899,64.17755127,22.35808146,20.71868134,2.249518633,15.87364197,6.828583607,6.240532875,12,34,23.01619475,125658,23,796,1560,1279.628834,1280,16,51,31.05472791,30,,,,
Nakuru,36.73442078,154.3861084,82.528958,317,80.73536682,2016,13.75735664,51.57914734,26.85408862,25.83949089,40.79105377,119.8305206,65.78928431,65.50468445,103.2392044,348.6374817,203.1826203,198.4789124,77.19525909,326.0947876,187.9456206,185.43927,10.82448196,152.9012756,83.79243888,85.62327576,0.385454118,236.4555359,87.05122486,95.8399353,0.581075311,145.3985291,70.28203248,71.23879242,8.98546505,140.0085602,66.66822752,64.25679779,4.777870178,154.3598175,75.00426977,74.29344177,40.56587219,171.5074768,96.47695066,95.03494263,10.14616966,31.45929146,20.07492576,19.70480347,16,46,29.77398128,104248,30,841,1400,1114.725347,1130,16,51,33.60073095,33,,,,
Baringo,8.967814445,57.02131271,22.37391183,420,19.03985977,2017,18.88563919,74.52326965,38.17997117,37.08379364,15.09054375,66.00471497,31.21230469,30.53677368,24.31079674,157.2910156,55.41992653,45.7598114,35.4318924,237.2554779,110.3655692,104.8918381,23.37342834,87.06342316,50.19707961,47.81801605,93.12998962,456.4562378,237.0887649,229.9748688,47.35910034,255.8461609,152.2157366,151.5461121,32.81445313,181.6945801,100.0105655,101.1551208,1.019767284,319.1869507,126.4776507,131.5769043,3.721166849,261.5810242,91.53549107,83.04684448,8.58867836,39.07515335,20.97933873,20.64198685,16,42,26.09324772,151682,26,931,1540,1241.430888,1230,18,60,35.21500903,35,"33,308","45,764",,"1,716,728,333"
Bomet,24.83437729,40.273983,30.2263031,112,29.89635277,2017,40.84004211,123.2310867,70.58203561,67.79917908,45.13449097,172.3861237,102.1971872,101.5252533,94.99810791,230.9058685,173.100865,180.115387,78.86249542,313.8504639,197.1353934,199.45755,78.85128021,152.5684814,109.8570121,110.3643036,73.40708923,358.9284058,169.4517648,136.7211456,72.62191772,236.9168396,137.2946254,123.6486588,72.13136292,234.0230255,143.1198556,142.5828705,69.27896118,251.8768005,142.0323138,134.1481323,87.62678528,176.309021,131.1334229,128.9617157,35.10178375,148.1343384,80.14604841,79.29299164,17,36,26.43265014,34885,27,883,1370,1152.181855,1150,25,51,38.39177297,38,"33,792","56,601",,"1,667,148,889"
Bungoma,32.53538132,70.77455902,47.74672521,133,47.75369644,2017,42.38925934,212.0259094,124.1939908,125.529129,56.22582626,125.048584,93.92504699,95.51416016,104.470993,238.1398926,167.5388863,162.5647125,165.0872955,370.1027832,270.1227091,274.9467773,88.95383453,177.3733521,136.0584616,135.7653503,148.6099701,390.0148315,229.0980087,226.758316,152.1247253,258.9034119,199.3997885,200.3885345,149.107193,224.3044586,179.9644766,179.9383087,128.2965851,311.0927734,204.3146,194.1958313,57.53530884,176.1745148,130.5536008,135.593338,6.698047161,29.25833702,16.55231218,14.79872608,17,37,24.60315799,43002,24,807,1300,1124.925445,1130,22,50,38.55492768,39,"95,323","289,290",,"7,737,440,000"
Busia,29.90027237,83.02631378,50.13648571,88,52.16053772,2017,145.9302826,347.1149597,214.066717,215.3456879,77.74526978,137.1797638,104.8977828,102.5336914,162.5647125,260.1338806,221.8907582,222.7579346,192.1220398,439.3392944,315.3716264,311.7111206,53.4731102,150.2242126,108.5701349,112.6445465,43.94604492,179.911377,118.5713556,123.388443,52.09417725,201.6741638,148.8279918,159.4250488,81.19261932,193.6923523,161.0521906,165.2540588,69.40045166,213.9313965,162.3967618,169.5186157,95.0049057,248.6868896,169.5342019,174.6274567,7.357350826,29.71385193,19.87651201,19.56950569,12,33,22.26631745,24054,22,1030,1390,1224.442504,1220,22,55,39.84692775,40,"31,962","51,483",,"1,372,880,000"
Elgeyo-Marakwet,15.63879108,69.74069977,37.10952215,146,37.14486313,2017,22.32054329,131.1944122,62.53285531,54.14213562,28.11141586,67.36184692,44.09744555,42.73146057,36.35110474,121.4792938,74.55123609,72.97592163,100.9457397,264.1279297,183.5294307,182.7197113,39.79133606,119.9179459,75.03619301,72.97919464,192.4354858,485.6748657,324.4493793,325.3816528,111.7148285,293.0821228,195.2717519,195.6404419,96.962883,249.5046692,149.7782802,142.571579,115.0416718,403.9217529,230.2021618,225.4425201,59.54201126,201.6502991,107.6040708,103.5499496,15.84989929,39.07515335,24.27065497,23.63795853,15,36,25.89124379,43078,26,888,1500,1175.92683,1160,21,55,38.09206556,38,"28,373","80,823",,"2,245,087,500"
Embu,3.470271587,22.75980568,9.483008182,132,8.392092705,2017,10.51193333,90.342453,26.59588068,22.04620743,14.71442986,57.79325485,25.35924923,23.91452026,104.9237061,227.1065369,162.3556167,163.6615906,39.40400696,212.0816345,90.93267637,82.19160461,0.820879579,37.7845993,8.475490686,5.8266716,2.383043766,73.72743988,18.50790128,12.2268219,1.306931734,97.48313904,23.61340702,15.68469048,1.20606935,86.77344513,17.32273356,10.51868248,70.59565735,263.2932129,123.316495,113.0481033,159.0314636,390.1461182,268.9910926,273.5977173,10.92290878,27.8122139,17.55004883,16.95867538,11,39,19.60412876,39576,18,742,1440,1198.544572,1230,12,66,39.14913079,38,"45,533","28,378",,"788,277,778"
Garissa,0.973617196,18.02004433,7.444592792,1517,6.010189056,2017,0.453221619,12.97848225,6.20121565,5.984443188,2.63327527,24.82501602,9.129269323,8.176403046,12.88590622,219.6662903,94.42418219,97.30139923,1.321255088,350.2250977,82.58876483,46.76490784,5.35E-09,163.2997437,27.6051443,4.173056126,0,43.16857529,12.94476918,10.44972038,2.33E-08,44.03017426,10.01370277,6.721253872,0.432185531,42.79681778,16.57488181,15.37285805,4.227017403,104.0732803,39.97014307,42.03063202,15.63769436,210.120636,124.9485827,128.4607849,2.041380882,21.51032829,7.831135156,7.179372787,8,33,20.52270318,611280,21,1260,1630,1406.490459,1410,13,50,30.81391179,31,150,142,,"5,223,556"
Homa Bay,16.82445526,58.42956924,31.93112781,199,29.5806427,2017,84.78564453,178.3518982,129.9696039,129.7934265,83.39437866,182.3608398,122.2412257,119.9544678,120.1199646,286.946991,183.8967101,180.7322235,139.2916565,263.0261841,191.4990382,188.9528198,40.42258453,140.6238098,83.58479899,81.96246338,21.76766968,165.1294403,85.23143059,77.93566895,46.70893478,184.0827026,106.6288081,105.6369858,65.66897583,218.1895447,120.7955598,118.4776154,38.73466492,179.8148193,116.7259147,118.6628265,41.12404633,187.2114258,112.275793,111.8649902,27.49284363,96.63008118,58.31447275,56.41685486,14,35,23.92196401,44236,24,935,1380,1216.903879,1220,17,55,39.02210869,40,,,,
Isiolo,1.995749474,12.68649864,5.196063149,951,5.069871426,2017,5.227381706,63.13498688,12.49957179,11.06534863,2.588909626,31.36929321,8.829531825,7.845665932,5.629657745,131.8623047,39.98073574,37.06202698,1.017673731,145.3940582,18.63079571,9.725748062,4.71E-09,12.02722359,0.747651205,0.203018546,0,39.8345108,2.162011565,1.64E-08,0,64.47252655,2.097219441,5.58E-08,3.20E-09,8.438501358,1.330822356,1.032118797,0.50284332,196.2266541,43.56627892,31.43900108,6.872150898,230.7833252,68.48345492,57.92632675,2.443201065,40.38531494,12.90028383,10.52157879,8,33,19.36160912,356642,19,1040,1610,1423.045138,1440,13,56,30.46520881,30,568,444,,"22,155,900"
Kajiado,7.724171638,57.53409576,20.58889398,802,17.38085747,2017,11.73034477,56.74990845,26.62979271,25.90099716,11.01257896,87.94229889,38.613912,37.91614532,34.46617889,162.0367889,73.93214717,70.20023346,3.749111176,120.4600525,40.01188679,37.60625458,0.088992253,34.05208588,6.820789822,6.012820721,1.07E-08,34.28740311,4.062179756,1.256344557,0,51.94381714,6.360054454,3.341887951,7.47E-09,48.74051285,5.124276711,2.588050127,1.448481083,91.14656067,25.03545823,22.78822327,36.7824707,225.9783325,95.51052057,92.54364014,10.00342369,111.0309753,27.43219101,19.96779251,10,48,21.30290462,302105,21,896,1580,1297.289353,1310,11,57,34.8617666,34,"15,123","12,751",,"367,925,867"
Kakamega,31.44888687,72.93572998,50.1924608,144,50.00065231,2017,40.18453979,284.3401184,149.8729112,160.9619293,48.88102722,152.0464935,103.5976969,104.8440399,96.31954956,256.3465881,193.3381619,214.2598572,143.2065887,514.3461914,298.8317057,327.4655457,78.33607483,218.1418915,141.3713515,144.7352295,136.4948883,357.3810425,237.0587023,239.5318298,172.930481,313.1453247,228.9301758,224.7796936,143.0732574,250.2904358,186.2938232,185.1162567,128.2965851,246.0490875,174.3363037,172.6483459,57.53530884,260.1244202,139.2299127,148.2233582,9.651597023,69.59669495,30.85488213,29.9165554,18,32,24.2193206,43156,24,1020,1300,1178.383724,1180,22,59,42.00743813,42,"90,572","227,237",,"5,966,364,833"
Kericho,10.39428043,57.9708519,28.5240044,118,28.98847771,2017,22.34218597,151.5990906,80.11296676,79.38329315,31.52243805,149.5252991,83.4900523,90.71733093,119.5448532,244.3002014,187.6753509,200.9759521,131.1081543,313.8504639,220.1762116,231.5508728,67.70619202,163.6880188,109.0653635,113.0358963,128.8873444,414.7207031,255.2273073,250.7678528,110.6399384,280.9039307,179.6231958,183.5930328,109.9157104,223.7861938,159.4079052,154.6040649,81.12390137,230.6765137,152.1583686,151.9784546,85.22427368,183.391037,136.1151847,139.7132874,20.80846405,106.1175919,53.02370233,48.55723572,10,39,26.57414185,36066,26,928,1340,1121.777852,1110,28,53,41.53421505,42,"32,843","103,245",,"2,638,479,500"
Kiambu,12.75014782,35.37439346,24.89764558,119,24.88064957,2017,26.42520142,76.0319519,39.7788209,38.31251907,25.60065269,58.32260132,41.36327304,40.80507278,57.77882385,160.7826538,104.4808627,104.6474609,61.35935211,277.9414978,141.9342667,125.9943771,5.158634663,74.1918335,25.2880326,21.59921074,1.17541337,81.39029694,25.11222878,23.72780037,6.231794357,103.0493088,40.77209165,35.42290497,4.852303028,80.52670288,24.01274045,20.18125534,21.05025482,221.185791,90.61784401,84.19501495,86.5361557,258.8135681,150.7560235,148.9687653,16.01426697,30.69872284,20.4766856,19.94153023,11,49,24.84939147,36399,24,854,1420,1148.931015,1160,21,65,41.96271876,43,"41,322","35,506",,"1,099,186,290"
Kilifi,7.360145092,40.40297318,17.96829644,450,17.97452927,2017,4.633852005,22.21549416,13.55856337,13.95862484,19.10764503,63.69869995,38.52006076,38.88247681,56.32946396,227.199646,106.2669531,98.91199493,42.89161301,655.8936157,260.2987674,214.3132782,28.57082748,133.7227783,67.88784288,64.21108246,17.32812119,105.7818451,43.16014323,38.46947098,24.21538162,264.2462769,64.66197483,58.5369072,15.1462822,144.6137238,56.48154948,50.87306976,5.541144848,138.1523743,54.52491319,56.23448944,84.02028656,368.0415649,193.6830208,194.8977661,23.97280312,107.9351044,53.88123264,54.53315353,7,34,17.85730662,177086,18,1220,1680,1400.91499,1400,10,49,25.37976463,26,"61,225","48,121",,"1,616,405,556"
Kirinyaga,8.080233574,35.12945175,15.65242159,69,14.50806332,2017,19.44638252,90.342453,44.6546967,39.12705612,22.40571022,57.79325485,33.6573044,32.50923157,109.4741974,186.4828491,150.9574841,153.4639435,77.68997955,221.8801117,140.3052536,132.6470795,4.502810478,76.68638611,21.44157609,16.47376251,9.337712288,128.8941345,40.74434231,36.74015045,9.525817871,219.3189697,58.85453111,50.83647919,9.286771774,138.8703156,45.15586079,35.07746124,78.29217529,275.1325073,144.6748188,125.7816925,159.0314636,314.7487183,232.671224,226.9364166,12.47343731,35.24443817,20.45073667,19.32148743,12,37,25.12707496,21145,25,752,1340,1080.09676,1090,25,70,46.6157957,48,"36,795","37,756",,"4,919,630,444"
Kisii,20.88269043,39.13194275,30.94535125,63,30.76994705,2017,71.47580719,144.8219299,99.39325242,92.66326141,123.521286,203.1756897,165.1828187,166.505661,184.6442261,286.946991,225.7021949,224.2624207,133.9293976,242.5760498,190.6616908,192.2743835,97.87374878,194.8804169,135.9255642,137.7673645,84.57040405,163.7954407,119.0449994,118.2062836,111.1810455,215.0205383,153.9976749,148.579071,128.9372864,219.2119751,169.4912884,165.9020081,103.3487396,203.9313202,153.0958891,153.316864,124.9725342,184.0051422,144.4744544,141.4680176,71.31050873,131.3376465,105.6137928,109.267128,16,33,25.42316069,18825,25,880,1300,1117.081541,1120,29,54,42.18772908,42,"75,038","168,102",,"1,639,208,333"
Kisumu,18.43887329,68.29773712,53.21608887,120,55.04616928,2017,54.20247269,227.6549377,155.3223307,158.4185486,69.26823425,152.8113708,100.7639486,99.88717651,158.4699097,266.9909973,212.40625,209.8972168,168.3927612,338.712677,245.3374837,239.3315887,69.60513306,134.53479,98.23891602,98.86877441,89.27934265,268.0226135,153.8655273,146.2854919,72.07347107,204.1877441,138.4479167,134.2512207,103.2996216,176.6719208,132.3808431,129.206604,95.96855927,193.5137024,137.539681,134.5865173,106.9935455,197.0007935,141.9060547,139.4062805,35.80273056,96.63008118,56.65360514,56.27444077,13,36,22.99117774,30151,23,956,1460,1257.425094,1270,19,60,37.33876157,38,"51,096","53,777",,"1,166,208,911"
Kitui,3.446313381,26.17054749,10.848108,1096,10.27323151,2017,5.050366402,52.1352272,18.65069714,18.10307693,6.972640038,35.7306633,13.44089837,12.82469749,31.88026428,212.9521179,103.1427635,100.0960999,0.738739312,111.1345215,41.3344085,42.44907379,0.378853142,26.14661026,3.677175035,2.837127686,0.586927176,21.74047089,9.965836351,9.956651688,0.053162392,54.46955109,12.47954565,11.88014984,0.660713851,43.67908478,8.027575416,5.804770947,8.695811272,133.7154541,46.59523979,40.41189575,68.08090973,370.8195801,162.6872149,159.7219696,10.89572525,86.18638611,30.58094064,24.99794388,8,30,16.92269518,428602,17,977,1570,1344.40571,1350,13,59,30.29881568,30,"69,833","10,893",,"302,579,167"
Kwale,6.187212467,26.41494751,15.11059017,309,14.19087887,2017,8.636415482,26.39057732,16.35051957,16.13028336,28.8579998,64.97592163,47.36147666,47.16766357,39.57758331,301.2799683,122.2247421,107.0828247,75.07263947,767.8209839,299.5305926,247.4677582,18.25294876,211.737915,61.95916768,53.88498688,11.29375458,109.1662216,38.51410485,32.57460403,16.76045609,189.2566986,69.93867567,65.10050964,27.39497566,299.5172424,96.0282413,80.57553864,17.55424118,172.1500854,83.01298291,79.20812225,98.98291016,368.0415649,211.66295,215.8618774,27.98081398,100.50354,64.11869185,63.42717361,7,27,16.31109005,116050,16,1200,1600,1390.658509,1390,10,52,24.76200776,24,"68,955","80,498",,"2,381,123,333"
